	logFC	AveExpr	t	P.Value	adj.P.Val	B	probe_id	symbol	change
A1CF	-4.5675793713847	9.26772217210378	-53.7839428416357	2.91960697461808e-31	5.61615597637534e-27	58.2836027216299	ILMN_1734695	A1CF	down
A2M	-2.55404288611094	8.28822819945364	-34.8489515821933	9.98571531661409e-26	9.60426099151943e-22	47.8373175035343	ILMN_1829889	A2M	down
A2ML1	-3.5175880708681	9.37018349323742	-33.7337920668878	2.57406614877899e-25	1.65049121459709e-21	46.9954196632497	ILMN_1808122	A2ML1	down
A4GALT	-3.90708560741984	9.0570418174188	-32.7688374396423	5.98460887690511e-25	2.87799840890367e-21	46.2392008917706	ILMN_1658499	A4GALT	down
A4GNT	-4.90591931024524	9.61561583991433	-30.4230705613906	5.15470460071442e-24	1.98311795398685e-20	44.2848435944744	ILMN_1673704	A4GNT	down
AA06	-2.47304034489391	8.17160312313487	-30.0308613615931	7.50166300228726e-24	2.4050331585333e-20	43.9409206530175	ILMN_1841495	AA06	down
AAAS	-2.48944223579212	8.12404414240722	-27.4001742546357	1.05327878342099e-22	2.89441009684089e-19	41.49343505997	ILMN_1805376	AAAS	down
AACS	-3.09607020798441	9.39301426804054	-26.8612907917963	1.86279223143422e-22	4.47908392048357e-19	40.9596701352742	ILMN_1784320	AACS	down
AACSP1	-2.10260874148937	8.13545529208292	-26.1369569479056	4.07684592924373e-22	8.70858735997945e-19	40.2234438954992	ILMN_1657855	AACSP1	down
AADAC	-3.60073065203422	9.4442219154386	-26.0414264334667	4.527234019536e-22	8.70858735997945e-19	40.1246920629787	ILMN_1676215	AADAC	down
AADACL2	-4.20162284051162	9.38733877492889	-25.596855622126	7.40718637103006e-22	1.2953148821194e-18	39.6599264004307	ILMN_2292646	AADACL2	down
AADACL3	-1.80198845258883	8.18998358859875	-25.30217574941	1.03101502387512e-21	1.65271708327181e-18	39.3470546534951	ILMN_2390609	AADACL3	down
AADACL4	-2.4755593851923	9.45418701938515	-24.1906335189301	3.70739422538608e-21	5.48580271688666e-18	38.1309975814985	ILMN_1737965	AADACL4	down
AADAT	-4.24478716516419	9.05292123642717	-23.607788490681	7.41030933275076e-21	1.01817650231995e-17	37.4696567583129	ILMN_1805404	AADAT	down
AAED1	-3.61856191783246	10.5404122310223	-23.5152244937056	8.28358311859361e-21	1.06228669912844e-17	37.3630660625827	ILMN_1654653	AAED1	down
AAK1	-2.57702478836888	8.6389817235032	-23.1856721419608	1.23558903560413e-20	1.48548691805507e-17	36.9800230862136	ILMN_1793435	AAK1	down
AAMDC	-4.93718093865987	9.82930323527065	-23.124562446324	1.33143245124207e-20	1.50655497835838e-17	36.9083781957018	ILMN_1768705	AAMDC	down
AAMP	-2.11436154588375	8.19322990697321	-21.5452583642221	9.78543337259998e-20	1.04573664641852e-16	34.9867859969292	ILMN_1679256	AAMP	down
AANAT	-2.2426868644891	8.21061021523999	-21.0810028380156	1.80276927348924e-19	1.82516156551785e-16	34.3949659272192	ILMN_2175317	AANAT	down
AAR2	-2.38944781039067	8.84131847290501	-20.9689455728573	2.09295350868636e-19	2.01300268465454e-16	34.2501883764592	ILMN_1667578	AAR2	down
AARD	-2.16599578868291	8.19801695717086	-20.7241154213585	2.90699738465214e-19	2.66280960434136e-16	33.9312049851617	ILMN_1868572	AARD	down
AARS	-3.2219182177609	8.97482749962424	-20.5943776215776	3.46460397843096e-19	3.02932373314082e-16	33.7606735025312	ILMN_1730645	AARS	down
AARS2	-3.84881571749447	9.46357353676034	-20.4118177289598	4.44225384622061e-19	3.71526934721303e-16	33.518927968107	ILMN_1730546	AARS2	down
AASDH	4.65092319465402	10.0304203737825	20.3210879619968	5.02997886565312e-19	4.03152806082098e-16	33.3980005752584	ILMN_2302757	AASDH	up
AASDHPPT	-1.90900357238359	8.13206493783984	-20.2627820861519	5.44948062568493e-19	4.04472688912729e-16	33.3200120137283	ILMN_1724708	AASDHPPT	down
AASS	-3.91818030574955	9.07390970869546	-20.2604510199795	5.46698373452431e-19	4.04472688912729e-16	33.3168895166815	ILMN_1698846	AASS	down
AATBC	-4.06162941911922	8.94560985290774	-19.7091921130751	1.17776416504568e-18	8.20015724880887e-16	32.5685660488166	ILMN_2397846	AATBC	down
AATF	-1.7895156383338	8.21460617866966	-19.6997038983529	1.19361823126767e-18	8.20015724880887e-16	32.5555108654042	ILMN_1810533	AATF	down
AATK	-2.45186800471009	9.37891645607458	-19.3482336557701	1.96649019168722e-18	1.30439328714812e-15	32.0676381142163	ILMN_1661940	AATK	down
ABAT	-2.14743669564003	8.09181325150709	-19.3222174771648	2.04115317138911e-18	1.3087874134947e-15	32.0311913551142	ILMN_1657087	ABAT	down
ABCA1	-3.09141475203946	9.78086163138093	-19.1829861317313	2.49347712985013e-18	1.54724277644506e-15	31.8353458634808	ILMN_2413779	ABCA1	down
ABCA10	1.52095567609849	7.91005066152942	19.0986868417878	2.81644135233348e-18	1.69303330792147e-15	31.7161156051881	ILMN_1794612	ABCA10	up
ABCA11P	-5.78285918383658	11.7699046780579	-19.0540209045333	3.00474857902447e-18	1.75149526260954e-15	31.6527404516837	ILMN_1795679	ABCA11P	down
ABCA12	-2.3506580470363	8.12136669820035	-18.9131520980457	3.68827911810859e-18	2.07548998078157e-15	31.4519474009827	ILMN_1697512	ABCA12	down
ABCA13	-3.63274876332875	9.17378505415902	-18.8969881857857	3.77636459385292e-18	2.07548998078157e-15	31.4288178489028	ILMN_1728803	ABCA13	down
ABCA17P	-2.45340433843538	8.40989232842713	-18.8483236871145	4.05488915636425e-18	2.1666624392173e-15	31.3590699478786	ILMN_1779685	ABCA17P	down
ABCA2	-1.28430578861668	7.63990493236252	-18.8281011080036	4.17677980136937e-18	2.17147395294976e-15	31.3300365628753	ILMN_1787658	ABCA2	down
ABCA3	-3.2247025189117	8.50533307659235	-18.8049851227358	4.32074780542689e-18	2.18720802066294e-15	31.2968134019778	ILMN_1800270	ABCA3	down
ABCA4	-1.84066018299233	7.98130822361687	-18.7054756224509	5.00138118268044e-18	2.46683508794977e-15	31.153357730779	ILMN_1760866	ABCA4	down
ABCA5	-2.50882054243334	8.8810212235765	-18.6696274448025	5.27287175635369e-18	2.53572402763049e-15	31.1015035622967	ILMN_1819608	ABCA5	down
ABCA7	-3.26912565780375	8.66420184267769	-18.1898992066228	1.07871993132935e-17	4.94053728548844e-15	30.3985461619613	ILMN_1685582	ABCA7	down
ABCA8	-3.68139770839844	9.22986035652973	-18.1603707756043	1.12789258772734e-17	5.04561437616819e-15	30.3547204516719	ILMN_1742881	ABCA8	down
ABCA9	-2.65241190021219	8.63401641591749	-17.8083941220427	1.92788385412108e-17	8.42835768588023e-15	29.8272355850261	ILMN_1806473	ABCA9	down
ABCB1	-2.1410533999105	9.75348748342767	-17.7547784061551	2.09354101200145e-17	8.94918997930219e-15	29.7460521700823	ILMN_1754279	ABCB1	down
ABCB10	-1.55251551608087	8.14112236365925	-17.6298595044236	2.5388878985358e-17	1.06169668730945e-14	29.556037318854	ILMN_1808095	ABCB10	down
ABCB11	-2.27502653945781	7.92076692633238	-17.5290888370573	2.96874961453212e-17	1.21503973585404e-14	29.4018647581183	ILMN_1711504	ABCB11	down
ABCB4	-3.2007861470263	8.59026395448487	-17.4493736068916	3.36155169513495e-17	1.34714184182533e-14	29.2793382811323	ILMN_1711988	ABCB4	down
ABCB5	1.21244115594943	8.83199723877056	17.3460592170231	3.95172500824309e-17	1.55133433180743e-14	29.1197874072145	ILMN_1749011	ABCB5	up
ABCB6	-2.6787427468225	8.63691294466673	-17.0898009439529	5.92279363006861e-17	2.27861716536e-14	28.7203384269674	ILMN_1685496	ABCB6	down
ABCB7	-2.60740869413528	8.87094700718807	-16.9830994440806	7.02006064060225e-17	2.64780169573774e-14	28.5524391285377	ILMN_1728645	ABCB7	down
ABCB8	-3.18246598386486	8.64872642496287	-16.9188360303548	7.78001965660776e-17	2.87800880989436e-14	28.4508658956992	ILMN_1688801	ABCB8	down
ABCB9	-1.98571477625378	8.97300780955349	-16.8536980845152	8.63713526489067e-17	3.13479120670636e-14	28.3475614278454	ILMN_1785406	ABCB9	down
ABCC1	-2.01760355790179	9.53203592152212	-16.8297620421832	8.97603810934374e-17	3.16696893114254e-14	28.3095118213371	ILMN_1662038	ABCC1	down
ABCC10	-2.6990231671412	8.76137460910492	-16.8152907571854	9.18754875572216e-17	3.16696893114254e-14	28.2864845710739	ILMN_1709681	ABCC10	down
ABCC11	-2.49966547411448	10.3055387716041	-16.8058023237229	9.32901143644892e-17	3.16696893114254e-14	28.2713767324857	ILMN_1736441	ABCC11	down
ABCC12	2.03685736333577	7.97836694567004	16.8021312651566	9.38434337050971e-17	3.16696893114254e-14	28.2655295180694	ILMN_1755173	ABCC12	up
ABCC13	-1.88327257319472	9.49574263442841	-16.7466761160076	1.02625654262087e-16	3.40363290583709e-14	28.1770640837192	ILMN_1696767	ABCC13	down
ABCC2	-1.82688149460665	7.98366499227246	-16.6594709089665	1.18185598136328e-16	3.85325112839053e-14	28.0374264637085	ILMN_1668014	ABCC2	down
ABCC3	-2.53379963772393	9.57576739362445	-16.6257056467898	1.24845505358908e-16	4.0025469018066e-14	27.9831873582686	ILMN_1685834	ABCC3	down
ABCC4	1.12149310107513	11.3564818854407	16.5671341658582	1.3733009641651e-16	4.33062579453769e-14	27.8888712645872	ILMN_2379469	ABCC4	up
ABCC5	-2.31206482670484	8.74009986647776	-16.5518354901108	1.40798145399752e-16	4.36837600791876e-14	27.8641881608335	ILMN_1671076	ABCC5	down
ABCC6	-2.05138053872965	7.85001372232694	-16.4858738825067	1.56815765408007e-16	4.78810803712448e-14	27.7575359911052	ILMN_1669382	ABCC6	down
ABCC8	-2.41138334382062	8.81273113439762	-16.4450260296176	1.67665212700014e-16	5.0393875492148e-14	27.6913030036251	ILMN_1669881	ABCC8	down
ABCC9	-1.11341472189262	7.57986425647425	-16.3830869048611	1.85613226186532e-16	5.49300925988327e-14	27.5905976344718	ILMN_1770758	ABCC9	down
ABCD1	3.45517241963137	10.5672934479372	16.179113135968	2.60022472994324e-16	7.57847316745275e-14	27.2566096645677	ILMN_2184184	ABCD1	up
ABCD2	-2.85513053043894	8.79714984657658	-16.1537158723241	2.71233567672451e-16	7.78723717574219e-14	27.2147694764006	ILMN_1770938	ABCD2	down
ABCD3	-2.71579913025185	9.63504618873904	-16.1235797065317	2.85185004318125e-16	8.06738050450507e-14	27.1650486521725	ILMN_2414878	ABCD3	down
ABCD4	1.48850547224154	8.66628710496724	16.0690314447769	3.12348014892708e-16	8.70771944126977e-14	27.074847156117	ILMN_1775823	ABCD4	up
ABCE1	-1.11331677651156	8.26715697981561	-15.8717917944939	4.34920330937771e-16	1.195161069417e-13	26.7464820714215	ILMN_2076940	ABCE1	down
ABCF1	-1.73663404158197	8.20704635016098	-15.8145262040499	4.79090962234684e-16	1.29799911965442e-13	26.6504929106405	ILMN_1767722	ABCF1	down
ABCF2	-3.83705708162363	9.00544849708106	-15.6868292027741	5.95016661080862e-16	1.58968617952104e-13	26.435376471607	ILMN_2129910	ABCF2	down
ABCF3	-1.67909519512041	10.2119542563031	-15.6770617774372	6.04996072055659e-16	1.59420608795379e-13	26.418861306019	ILMN_1726359	ABCF3	down
ABCG1	-3.69498688606052	9.28848843298831	-15.6623636327065	6.20339124689435e-16	1.60152505917414e-13	26.3939926444309	ILMN_1756715	ABCG1	down
ABCG2	-2.30336829756559	8.68197759231916	-15.6515234505988	6.3191122954907e-16	1.60152505917414e-13	26.3756388359092	ILMN_1808157	ABCG2	down
ABCG4	-2.26020688456209	8.24444262941741	-15.6459497663931	6.3794753868003e-16	1.60152505917414e-13	26.3661976909718	ILMN_1682123	ABCG4	down
ABCG5	-3.33374340006041	8.92329299169028	-15.6430821588802	6.41076260950346e-16	1.60152505917414e-13	26.3613392030443	ILMN_1741698	ABCG5	down
ABCG8	-2.69801704265993	10.9406022107371	-15.4950626947519	8.26043946049408e-16	2.03715145464185e-13	26.1095277986235	ILMN_2212999	ABCG8	down
ABHD1	-3.24138609956861	8.47531215066104	-15.4444667002953	9.01208342133124e-16	2.19438527459149e-13	26.0229890182383	ILMN_2215989	ABHD1	down
ABHD10	-1.36039083987508	8.52713053648977	-15.4320660979748	9.20682489779459e-16	2.21378104667471e-13	26.0017428552168	ILMN_1769720	ABHD10	down
ABHD11	-1.03196699811309	8.69696070906633	-15.4211938271618	9.38112838153706e-16	2.22784426601539e-13	25.9831034208992	ILMN_1772605	ABHD11	down
ABHD11-AS1	-1.75899686624773	8.69366164137568	-15.3836650860735	1.00093346035068e-15	2.34804341991533e-13	25.9186793445445	ILMN_1663444	ABHD11-AS1	down
ABHD12B	-2.87902544027457	8.79759755790558	-15.3160970237999	1.12518424541802e-15	2.57667192200728e-13	25.8023556079238	ILMN_1851540	ABHD12B	down
ABHD13	-4.28651464569584	10.2480907809672	-15.2842282224166	1.18919563581845e-15	2.69121967654162e-13	25.7473420991869	ILMN_1661491	ABHD13	down
ABHD14A	-2.62230460741252	9.11983050286697	-15.2362491215605	1.2927197058629e-15	2.89148328627661e-13	25.6643375274919	ILMN_2205032	ABHD14A	down
ABHD14B	-1.00254587375427	10.7547202630039	-15.2206793920696	1.32827308205811e-15	2.93685758695055e-13	25.6373548818835	ILMN_1746426	ABHD14B	down
ABHD15	-2.40980467867051	8.5143842529886	-15.1661718717702	1.4608722258739e-15	3.19333387919435e-13	25.5427111340794	ILMN_1910572	ABHD15	down
ABHD16A	-2.09876993258928	9.4545352424554	-15.1169291924037	1.59237400182317e-15	3.4416748650641e-13	25.4569659017523	ILMN_2381476	ABHD16A	down
ABHD16B	-1.84505661282411	10.9055458648489	-14.9824109444371	2.0173752297482e-15	4.31180332438182e-13	25.2215487155038	ILMN_1802669	ABHD16B	down
ABHD17A	1.46970323275046	8.3936916461577	14.9536992627313	2.12230790218679e-15	4.48623239631485e-13	25.1710754559967	ILMN_1731224	ABHD17A	up
ABHD17B	-1.4653496517053	8.72863633051088	-14.9246990636394	2.23400728723922e-15	4.67101784536236e-13	25.1200140179473	ILMN_1889752	ABHD17B	down
ABHD17C	-3.76421446290654	9.80169974564384	-14.9156841594192	2.26994899148997e-15	4.68462626066111e-13	25.1041246196662	ILMN_1731397	ABHD17C	down
ABHD18	-1.69756131854885	12.6633634474608	-14.9109102604242	2.28922264765099e-15	4.68462626066111e-13	25.095707094927	ILMN_1666385	ABHD18	down
ABHD2	-1.28658377408354	7.76108667260687	-14.9019518064467	2.32584649966812e-15	4.70947192290695e-13	25.0799052263809	ILMN_1734021	ABHD2	down
ABHD3	-2.84008384361225	8.19355804789124	-14.8653197399217	2.48199334169224e-15	4.97329415841582e-13	25.0152085136131	ILMN_1806306	ABHD3	down
ABHD4	2.42701623528495	10.6380912736212	14.8467800529312	2.56509299227581e-15	5.08681740200181e-13	24.9824153412404	ILMN_1659895	ABHD4	up
ABHD5	-1.73778332857771	7.87566965624736	-14.8152820202839	2.71290089123888e-15	5.32503689223175e-13	24.9266243909891	ILMN_2167426	ABHD5	down
ABHD6	-2.72551885069555	8.9618167706254	-14.7737917815491	2.92108406229053e-15	5.67575485072936e-13	24.8529865489394	ILMN_1666222	ABHD6	down
ABHD8	1.46158483206478	11.43952873949	14.7561035626243	3.01477139353427e-15	5.79921425260253e-13	24.8215417448939	ILMN_1744517	ABHD8	up
ABI1	-2.9719638283263	8.91537723312078	-14.6443653109647	3.6826150307129e-15	7.01374086443498e-13	24.6221892578321	ILMN_1679984	ABI1	down
ABI3	-2.80154609379885	9.20278901963422	-14.5823349994038	4.11735316707796e-15	7.68945684678754e-13	24.5109871013396	ILMN_1680928	ABI3	down
ABI3BP	-1.85853035361392	8.88410374749562	-14.5668188347895	4.23413661172034e-15	7.76855567090604e-13	24.483111294579	ILMN_1741224	ABI3BP	down
ABL1	-2.25250577261228	8.51453143949747	-14.5659889522998	4.24047798630243e-15	7.76855567090604e-13	24.4816196798778	ILMN_1855910	ABL1	down
ABL2	-1.38632502660073	9.15961088608512	-14.5445628542405	4.4076293567665e-15	7.99859984026042e-13	24.4430850252424	ILMN_1652722	ABL2	down
ABLIM1	1.27103955075539	8.52855130559602	14.5182188564397	4.62247953460013e-15	8.31009498388487e-13	24.3956426772416	ILMN_2379130	ABLIM1	up
ABLIM2	-1.87614510019583	11.8398901575121	-14.4967553095258	4.80547974911186e-15	8.52814580227085e-13	24.3569380557972	ILMN_2089073	ABLIM2	down
ABLIM3	-1.00003048920795	9.15712485553267	-14.4936646363332	4.83243861742318e-15	8.52814580227085e-13	24.3513609256344	ILMN_1708147	ABLIM3	down
ABO	-1.96349827859216	8.16590249956825	-14.4845976505802	4.91242830621454e-15	8.59049735439481e-13	24.3349939882043	ILMN_1733366	ABO	down
ABR	-1.0034101512418	7.28963451674966	-14.4772882785901	4.97790338365081e-15	8.62657202593757e-13	24.3217937336502	ILMN_1771148	ABR	down
ABRA	1.1447832025361	8.38153738827488	14.4550467781535	5.18271451721243e-15	8.83371337337439e-13	24.281593988815	ILMN_1709334	ABRA	up
ABRACL	-3.99743978241599	9.51632496271853	-14.4543490033654	5.18927849444431e-15	8.83371337337439e-13	24.2803320113221	ILMN_2407703	ABRACL	down
ABRAXAS1	-1.33522021181562	7.81259833428612	-14.4180976773185	5.54233421023519e-15	9.35195972527053e-13	24.2147013291046	ILMN_2200915	ABRAXAS1	down
ABRAXAS2	-2.09802652946921	8.7096917279013	-14.3896214174138	5.83694625954209e-15	9.71362587709592e-13	24.1630539009725	ILMN_1727466	ABRAXAS2	down
ABT1	-1.04086204291548	9.73005852224448	-14.3876747200444	5.8576658439547e-15	9.71362587709592e-13	24.1595201801148	ILMN_2129388	ABT1	down
ABTB1	-5.06214655966812	10.8365679478408	-14.3451244128377	6.32995727966577e-15	1.04070989941582e-12	24.0821853267856	ILMN_1740555	ABTB1	down
ABTB2	-2.56434766492856	8.71202077254713	-14.3318417316985	6.48528016466498e-15	1.05721058684318e-12	24.0580065454976	ILMN_1797277	ABTB2	down
ACAA1	1.1087982626095	9.89442288408209	14.3068370576132	6.78840373247427e-15	1.09732549746114e-12	24.0124412855615	ILMN_1733757	ACAA1	up
ACAA2	-3.70886961615031	8.6337034073814	-14.2800806634456	7.12894742452565e-15	1.14277027215146e-12	23.9636134146119	ILMN_1765966	ACAA2	down
ACACA	-1.15666030165901	8.73139036289336	-14.2722569204317	7.23180969441529e-15	1.14967844034523e-12	23.9493220345112	ILMN_1699503	ACACA	down
ACACB	-3.87996805696855	10.7078400186366	-14.2153046184177	8.02812307887633e-15	1.26581127496119e-12	23.8451005492685	ILMN_1654541	ACACB	down
ACAD10	1.18212907011688	7.67585251635187	14.2060603969165	8.1656483152646e-15	1.27702773164577e-12	23.8281524884849	ILMN_1778136	ACAD10	up
ACAD8	-1.24351098365112	9.36487162355373	-14.1677112890137	8.76255650711498e-15	1.35932691105535e-12	23.7577507455481	ILMN_1652521	ACAD8	down
ACAD9	1.74876990436578	8.22382512480053	14.1417173086778	9.19252685065807e-15	1.41461957199407e-12	23.7099446522584	ILMN_1752968	ACAD9	up
ACADL	-2.01334072295298	9.62694025827773	-14.1254210612245	9.47309959427173e-15	1.44622653805882e-12	23.6799383435818	ILMN_2195482	ACADL	down
ACADS	-2.55648426121252	9.29295767990545	-14.0833604001647	1.02387035720098e-14	1.53868517118109e-12	23.6023651705357	ILMN_1733627	ACADS	down
ACADSB	-1.08116981234708	8.80519698921241	-14.0714133752894	1.04675724628541e-14	1.55831501015174e-12	23.5802976808072	ILMN_1746696	ACADSB	down
ACADVL	-1.453561810218	10.1185750089424	-14.0681322755321	1.05313449428013e-14	1.55831501015174e-12	23.5742345332074	ILMN_1771333	ACADVL	down
ACAN	-3.32680812477166	9.70564107210846	-14.0318363328265	1.12640586956295e-14	1.65401093945901e-12	23.5070886693751	ILMN_1730928	ACAN	down
ACAP1	-2.96971242360928	8.83369091106567	-14.0248180433859	1.14116842867691e-14	1.66299362833553e-12	23.4940893529267	ILMN_2199768	ACAP1	down
ACAP2	-2.91410835552123	8.5207325904436	-14.0139772286172	1.16436371369444e-14	1.68403762380649e-12	23.4739998585361	ILMN_2289825	ACAP2	down
ACAP3	-3.47073413505695	9.25289294102293	-13.9602369540975	1.28671953899335e-14	1.84711470537881e-12	23.3742309444343	ILMN_1741603	ACAP3	down
ACAT1	-1.95428818094492	7.82815383482492	-13.9451757939166	1.32332974601026e-14	1.88559785142618e-12	23.346215744318	ILMN_1679051	ACAT1	down
ACAT2	-2.11473317022622	8.84666394632519	-13.9186457720901	1.39044605952267e-14	1.9666632647778e-12	23.2968095830784	ILMN_1664362	ACAT2	down
ACBD3	-2.61575742403092	8.69404912285137	-13.8523591118019	1.57387917682587e-14	2.20986422229361e-12	23.1730426145671	ILMN_1748883	ACBD3	down
ACBD4	3.2016522905707	11.0197207732125	13.8328365046211	1.63251770376411e-14	2.27558772098598e-12	23.13650281044	ILMN_2283325	ACBD4	up
ACBD5	-3.46504438856465	9.10080603566114	-13.8122288674598	1.69685744664821e-14	2.34825538444064e-12	23.0978885243666	ILMN_1716803	ACBD5	down
ACBD6	-2.65750603054042	8.70892509587135	-13.7799966433148	1.8027671359427e-14	2.47700204478527e-12	23.0374021608756	ILMN_2065254	ACBD6	down
ACBD7	1.18102663102111	10.8048064007192	13.7667091899804	1.84838500534634e-14	2.52166907537887e-12	23.0124351344719	ILMN_1737146	ACBD7	up
ACCS	-1.58265873746945	8.96530032160198	-13.7458945426354	1.92224515758985e-14	2.60396534164777e-12	22.9732868892921	ILMN_1655563	ACCS	down
ACCSL	1.57205256328618	9.40349834675056	13.7344294283188	1.964218606542e-14	2.64221742066027e-12	22.9517036042422	ILMN_1772644	ACCSL	up
ACD	2.57046256212828	9.3800722517492	13.7293989486791	1.98293147686575e-14	2.64886596451316e-12	22.9422292215026	ILMN_2090105	ACD	up
ACE	-3.68120708474525	9.23826472445538	-13.7235908666202	2.00476517957692e-14	2.65956296512701e-12	22.9312869555189	ILMN_1682459	ACE	down
ACE2	2.11512619651368	8.99298430968112	13.7114237568899	2.05130883996524e-14	2.70266964695695e-12	22.9083528106547	ILMN_1685005	ACE2	up
ACER1	1.49897678375189	9.21030669224159	13.7068897105564	2.06893619951256e-14	2.70735079821929e-12	22.899802417901	ILMN_1728426	ACER1	up
ACER2	-2.75579335970259	8.64020614263536	-13.6080732529059	2.49437101292788e-14	3.24200816247842e-12	22.7129066654452	ILMN_1806147	ACER2	down
ACER3	-3.94195484653275	10.3323820898724	-13.5949908839671	2.55708639771865e-14	3.30121570110845e-12	22.6880849675	ILMN_1655498	ACER3	down
ACIN1	-2.06242054839913	8.97607434522393	-13.5649582540004	2.70726849949838e-14	3.43598387097505e-12	22.6310332185427	ILMN_1755954	ACIN1	down
ACKR1	-1.47116075238186	7.91535337721562	-13.563446626982	2.71506315444067e-14	3.43598387097505e-12	22.6281590753517	ILMN_1809496	ACKR1	down
ACKR3	2.44336936624116	9.86545411059386	13.5500848363503	2.78497446952769e-14	3.47868629193732e-12	22.6027428223967	ILMN_1757552	ACKR3	up
ACKR4	-2.2652099095044	8.70545796206766	-13.4798244059161	3.18427674293642e-14	3.95179015658871e-12	22.4687788854597	ILMN_1761093	ACKR4	down
